MapCode,SpeciesName,CohortAge,CohortBiomass
3503,betulent,50,658
3503,pinustro,50,1243
3503,pinustro,75,1243
3503,pinustro,100,14597
3503,tsugcana,50,1318
3504,acerrubr,50,485
3504,acerrubr,75,9067
3504,betulent,75,1335
3504,fagugran,25,266
3504,fagugran,50,1511
3504,tsugcana,50,3169
3504,tsugcana,75,3628
3508,acerrubr,50,1210
3508,acerrubr,75,2761
3508,acersacc,50,2307
3508,betualle,50,3127
3508,betualle,75,1082
3508,fagugran,50,1779
3508,fraxamer,50,270
3508,fraxamer,75,1002
3508,tiliamer,50,711
3508,tiliamer,75,1706
3509,betualle,25,1455
3509,betualle,75,4272
3509,thujocci,50,1149
3509,tsugcana,25,1889
3518,acerrubr,75,680
3518,acersacc,75,1807
3518,caryglab,75,1789
3518,pinustro,50,873
3518,pinustro,75,5053
3518,popugran,50,1936
3518,popugran,75,8099
3518,poputrem,75,587
3518,prunsero,50,389
3518,querrubr,75,1314
3518,tsugcana,50,390
3523,abiebals,50,497
3523,abiebals,75,945
3523,acerrubr,75,2431
3523,acerrubr,100,1259
3523,betualle,75,1080
3523,fagugran,50,589
3523,picerube,100,4646
3523,tsugcana,50,1933
3523,tsugcana,100,6306
3536,querrubr,50,3195
3536,querrubr,75,11347
3538,acerrubr,25,1666
3538,acerrubr,50,20401
3538,prunsero,50,2465
3545,acersacc,25,987
3545,acersacc,50,2454
3545,acersacc,75,5249
3545,betualle,50,937
3545,ostrvirg,25,625
3545,ostrvirg,50,713
3545,tiliamer,50,370
3545,tsugcana,50,571
3545,tsugcana,75,1964
3546,acerrubr,50,2215
3546,acerrubr,75,3357
3546,acersacc,50,886
3546,acersacc,75,4221
3546,betualle,75,721
3546,betulent,25,611
3546,betulent,50,2517
3546,poputrem,50,658
3546,querrubr,50,739
3546,querrubr,75,2600
3546,tsugcana,25,847
3546,tsugcana,50,385
3546,tsugcana,75,664
3547,acerrubr,50,6711
3547,betulent,25,404
3547,betulent,50,1932
3547,fagugran,50,2185
3547,fraxamer,50,413
3547,querrubr,50,3177
3555,acerrubr,75,3596
3555,acersacc,75,863
3555,prunsero,75,5432
3555,tsugcana,50,2116
3555,tsugcana,75,2257
3555,ulmuamer,75,1460
3557,poputrem,50,1454
3557,prunsero,25,465
3557,prunsero,50,752
3557,ulmuamer,50,1261
3583,acerrubr,25,505
3583,acerrubr,50,818
3583,acerrubr,75,2023
3583,fagugran,25,471
3583,fagugran,50,463
3583,pinustro,75,5579
3583,querrubr,25,611
3583,querrubr,50,1539
3583,querrubr,75,1332
3607,acerrubr,50,470
3607,acersacc,50,4143
3607,acersacc,75,5857
3607,betualle,50,2329
3607,fraxamer,50,1084
3607,fraxamer,75,1945
3607,prunsero,75,1477
3607,tiliamer,75,870
3607,tsugcana,50,3666
3610,acerrubr,50,1179
3610,acerrubr,75,11306
3610,acersacc,25,640
3610,acersacc,50,1046
3610,acersacc,75,5253
3610,betualle,50,2616
3610,betualle,75,2705
3610,fagugran,25,665
3610,fraxamer,75,1226
3610,tsugcana,50,2644
3610,tsugcana,75,10419
3615,acerrubr,75,2576
3615,acersacc,50,686
3615,acersacc,75,1211
3615,betulent,50,1595
3615,querrubr,75,4890
3615,tsugcana,25,1565
3615,tsugcana,50,2637
3615,tsugcana,75,2188
3616,acerrubr,25,406
3616,acerrubr,50,1141
3616,fraxamer,25,1622
3616,fraxamer,50,251
3616,pinustro,50,7236
3617,acersacc,50,616
3617,betualle,25,891
3617,betualle,50,830
3617,betualle,75,2318
3617,betupapy,50,670
3617,betupapy,75,467
3617,fraxamer,25,1082
3617,fraxamer,50,1673
3617,ostrvirg,25,258
3617,tiliamer,25,262
3617,tiliamer,50,260
3617,tsugcana,50,526
3617,tsugcana,75,1326
3622,acerrubr,50,1586
3622,fraxamer,25,1341
3622,fraxamer,50,10395
3622,ulmuamer,50,1317
3628,betulent,50,3885
3628,betulent,75,1121
3628,betupapy,50,1800
3628,pinuresi,50,634
3628,pinuresi,75,8252
3628,prunsero,75,1165
3630,caryglab,50,762
3630,caryglab,75,10982
3630,pinustro,100,4846
3630,queralba,75,7856
3632,acerrubr,50,1900
3632,acersacc,50,326
3632,fraxamer,25,336
3632,fraxamer,50,2810
3632,querrubr,50,1028
3635,acerrubr,50,3585
3635,acerrubr,75,6571
3635,acersacc,75,1749
3635,picerube,75,6058
3635,prunsero,50,4713
3647,acerrubr,25,714
3647,fagugran,25,736
3647,pinustro,25,4088
3647,pinustro,50,5072
3647,prunsero,25,463
3647,tsugcana,50,996
3649,abiebals,50,427
3649,abiebals,75,810
3649,acerrubr,50,886
3649,acerrubr,75,997
3649,picerube,50,558
3649,picerube,75,951
3649,picerube,100,1173
3649,pinustro,100,3427
3649,prunsero,50,473
3649,prunsero,75,2841
3655,acerrubr,50,3533
3655,acerrubr,75,3139
3655,betualle,50,1656
3655,fagugran,25,1100
3655,fraxamer,75,1891
3655,prunsero,50,3197
3655,prunsero,75,12038
3657,acerrubr,50,774
3657,acerrubr,75,1818
3657,querprin,50,1028
3657,querprin,75,5317
3657,querrubr,75,13150
3657,quervelu,75,1305
3657,tsugcana,50,6085
3657,tsugcana,75,7298
3658,acerrubr,50,1933
3658,pinuresi,75,820
3658,pinustro,75,32561
3664,acerrubr,50,2743
3664,acerrubr,75,3646
3664,acersacc,50,782
3664,fagugran,50,758
3664,fagugran,75,1334
3664,pinustro,50,1182
3664,pinustro,75,11546
3664,prunsero,75,1938
3671,acersacc,75,3496
3671,acersacc,100,6163
3671,pinustro,50,1033
3671,pinustro,75,3450
3671,popugran,50,1408
3671,prunsero,50,1191
3671,querrubr,25,2244
3671,querrubr,50,638
3671,tiliamer,25,381
3671,tsugcana,50,1490
3673,acerrubr,50,3095
3673,fagugran,50,2035
3673,pinustro,50,1210
3673,pinustro,100,11699
3673,querrubr,75,2104
3673,querrubr,100,15196
3676,acerrubr,75,270
3676,acerrubr,100,1931
3676,acersacc,100,863
3676,acersacc,125,1663
3676,betualle,25,472
3676,betualle,125,686
3676,fraxamer,100,564
3676,fraxnigr,75,678
3676,popugran,108,4894
3676,tsugcana,50,1124
3676,tsugcana,75,1190
3676,tsugcana,100,4267
3676,ulmuamer,75,373
3680,acersacc,50,555
3680,betulent,25,739
3680,betulent,50,659
3680,caryglab,75,1011
3680,fagugran,50,680
3680,querrubr,50,8691
3680,querrubr,75,5230
3681,acerrubr,25,1055
3681,acerrubr,75,872
3681,betulent,25,594
3681,betulent,50,2840
3681,queralba,50,547
3681,quercocc,50,1193
3681,quercocc,75,2594
3681,querprin,50,370
3681,querrubr,50,459
3681,querrubr,75,3804
3682,acersacc,100,23352
3682,querrubr,100,53263
3683,betulent,25,4775
3683,betulent,50,2328
3683,caryglab,50,10637
3683,querrubr,50,902
3686,prunsero,50,1146
3686,quervelu,25,1308
3686,quervelu,50,11668
3688,quercocc,25,470
3688,quercocc,50,1662
3688,querprin,25,780
3688,querprin,50,6185
3688,querprin,75,483
3694,fraxamer,25,2646
3694,fraxamer,50,1030
3694,pinuresi,50,2951
3694,pinuresi,75,5735
3694,prunsero,50,1601
3694,querrubr,25,905
3701,acerrubr,50,2840
3701,fraxamer,25,2711
3701,popugran,50,1414
3701,poputrem,50,3800
3703,acerrubr,50,908
3703,acersacc,50,1520
3703,ulmuamer,50,4501
3704,acerrubr,25,494
3704,acerrubr,50,437
3704,acersacc,25,1183
3704,betupopu,25,584
3704,popugran,50,682
3704,popugran,75,1329
3704,poputrem,50,332
3704,prunsero,50,1695
3704,querrubr,50,852
3704,querrubr,75,767
3705,acerrubr,50,4618
3705,acerrubr,75,2476
3705,fagugran,75,1997
3705,queralba,50,3911
3705,queralba,75,1160
3705,queralba,125,17311
3705,querprin,75,2100
3705,querrubr,75,5490
3705,querrubr,100,7927
3706,acerrubr,50,3035
3706,queralba,50,4543
3706,querrubr,50,2320
3706,querrubr,75,2595
3711,acerrubr,50,2181
3711,acersacc,25,464
3711,betualle,25,699
3711,betualle,50,2014
3711,fagugran,50,548
3711,ostrvirg,25,547
3711,tsugcana,50,4067
3731,acerrubr,50,7429
3731,acerrubr,75,7754
3731,prunsero,50,406
3731,ulmuamer,50,1295
3731,ulmuamer,75,1645
3735,acerrubr,25,701
3735,acerrubr,50,16610
3735,acersacc,50,685
3742,pinustro,50,9471
3802,acerrubr,50,4476
3802,acerrubr,75,6039
3802,acersacc,50,3534
3802,prunsero,50,1296
3802,ulmuamer,25,634
3805,acerrubr,75,2999
3805,acersacc,50,5651
3805,fraxamer,25,458
3805,fraxamer,75,3146
3805,ulmuamer,50,1319
3811,ulmuamer,25,8800
3818,acerrubr,50,3259
3818,acersacc,50,1255
3818,prunsero,50,10417
3818,querrubr,50,3002
3864,prunsero,50,1845
3864,prunsero,75,3334
3864,querrubr,25,369
3864,ulmuamer,50,3389
3882,acerrubr,25,1970
3882,acerrubr,50,2891
3882,betulent,25,1767
3882,fagugran,50,1069
3882,fraxamer,50,5547
3882,fraxamer,75,1984
3882,pinustro,75,2856
3884,acerrubr,25,1764
3884,acersacc,25,548
3884,betulent,25,1834
3884,fagugran,25,1033
3888,acerrubr,50,3844
3888,acerrubr,75,2659
3888,caryglab,75,1203
3888,queralba,75,2265
3888,querprin,75,3214
3888,quervelu,75,5459
3891,queralba,25,500
3891,quercocc,50,7482
3891,querrubr,25,3912
3891,querrubr,50,4152
3894,acerrubr,50,2170
3894,acerrubr,75,5088
3894,betulent,25,217
3894,betulent,50,1234
3894,querprin,75,3135
3894,querrubr,50,264
3894,tsugcana,50,2718
3896,acerrubr,50,290
3896,betulent,50,403
3896,pinustro,50,178
3896,pinustro,75,445
3896,queralba,75,773
3896,querprin,100,715
3896,querprin,125,931
3898,acerrubr,50,2975
3898,betulent,50,678
3898,prunsero,25,184
3898,queralba,50,5317
3898,quercocc,50,4742
3898,querprin,50,1622
3898,querrubr,50,2808
3898,quervelu,50,4735
3898,tsugcana,25,1063
3900,acerrubr,50,375
3900,acerrubr,75,955
3900,betulent,50,716
3900,betulent,75,408
3900,fraxamer,50,201
3900,fraxamer,125,1313
3900,pinustro,50,627
3900,pinustro,75,2555
3900,pinustro,100,1455
3900,tsugcana,50,1774
3900,tsugcana,75,1960
3901,acerrubr,25,676
3901,acerrubr,75,5352
3901,betualle,50,1630
3901,betualle,75,575
3901,betulent,75,1139
3901,betulent,100,3317
3901,fagugran,25,810
3901,fraxamer,100,2428
3901,prunsero,75,5723
3901,prunsero,100,2242
3901,tiliamer,75,934
3903,acerrubr,50,2192
3903,prunsero,50,1338
3905,acerrubr,50,3458
3905,acerrubr,75,3319
3905,querprin,50,1494
3905,querrubr,50,888
3905,querrubr,75,680
3905,quervelu,75,3685
3907,acerrubr,50,7860
3907,betulent,25,9233
3909,acerrubr,50,7749
3909,betualle,50,1953
3909,betulent,50,3535
3912,acerrubr,100,1362
3912,betualle,75,1233
3912,betulent,75,963
3912,fagugran,75,1102
3912,popugran,100,875
3912,tiliamer,75,2728
3912,tsugcana,50,3143
3912,tsugcana,75,7115
3912,tsugcana,100,6355
3915,acerrubr,75,5786
3915,acersacc,50,446
3915,acersacc,75,2315
3915,betualle,75,2802
3915,fagugran,50,318
3915,prunsero,75,735
3915,querrubr,75,2653
3915,tsugcana,50,3143
3915,tsugcana,75,2934
3915,ulmuamer,75,646
3920,acerrubr,100,5091
3920,acersacc,100,9064
3923,acerrubr,50,1814
3923,acerrubr,100,2641
3923,betulent,50,726
3923,fagugran,25,1100
3923,fagugran,75,5173
3925,acerrubr,25,911
3925,fagugran,25,2139
3925,prunsero,25,1443
3925,querrubr,50,2088
3925,tiliamer,25,2428
3926,acerrubr,50,4735
3926,acerrubr,75,19232
3936,acerrubr,50,1324
3936,acerrubr,75,3236
3936,caryglab,75,1939
3936,prunsero,50,2199
3936,querrubr,50,984
3936,querrubr,75,2262
3939,acerrubr,50,3190
3939,prunsero,25,800
3939,prunsero,50,355
3939,querrubr,75,15890
3943,acerrubr,75,1913
3943,prunsero,50,4556
3943,queralba,50,2154
3943,queralba,75,1250
3951,acersacc,50,6463
3951,fagugran,25,5043
3951,fagugran,50,30331
3951,fagugran,75,4381
3954,acerrubr,50,5286
3954,acersacc,50,739
3954,fagugran,25,799
3954,ostrvirg,25,460
3954,prunsero,50,3410
3954,querrubr,50,1054
3955,acerrubr,75,471
3955,acerrubr,100,2977
3955,acersacc,75,999
3955,fagugran,25,307
3955,tsugcana,25,414
3955,tsugcana,50,3071
3955,tsugcana,75,3013
3957,acerrubr,25,617
3957,acerrubr,50,1051
3957,betulent,25,879
3957,pinuresi,25,444
3957,pinustro,50,7085
3957,popugran,25,1092
3957,popugran,50,5808
3957,querrubr,50,1857
3968,acerrubr,50,752
3968,querrubr,75,13938
3970,acerrubr,25,660
3970,quercocc,75,4495
3970,querprin,50,3887
3970,quervelu,75,7348
3972,prunsero,50,805
3972,queralba,50,2589
3972,queralba,75,3310
3972,quercocc,25,229
3972,quercocc,75,2052
3972,querrubr,50,2582
3972,querrubr,75,2545
3972,quervelu,50,1461
3973,acerrubr,50,2184
3973,queralba,75,4340
3973,querprin,50,6360
3973,querrubr,75,4033
3976,acerrubr,25,1179
3976,betulent,25,337
3976,querprin,50,1516
3976,querrubr,50,10487
3978,acerrubr,25,974
3978,caryglab,100,10153
3978,prunsero,50,7813
3978,prunsero,75,7524
3978,querprin,100,9946
3986,acerrubr,50,6894
3986,acerrubr,75,5480
3986,acersacc,25,1069
3986,fagugran,50,1613
3986,prunsero,50,1070
3986,prunsero,75,2174
3986,querrubr,75,9568
3987,betualle,25,580
3987,fagugran,25,117
3987,poputrem,25,223
3989,acerrubr,25,2062
3989,acerrubr,50,1594
3989,acerrubr,75,638
3989,fraxamer,25,444
3989,poputrem,25,1228
3989,poputrem,50,2432
3989,poputrem,75,1148
3990,acersacc,50,679
3990,fraxamer,25,675
3990,fraxamer,50,743
3990,prunsero,25,599
3990,prunsero,50,4567
3990,ulmuamer,50,472
3993,acersacc,75,7373
3993,acersacc,100,10404
3993,querrubr,100,22435
3995,acerrubr,25,885
3995,acerrubr,50,3243
3995,acerrubr,75,4845
3995,pinuresi,50,425
3995,pinuresi,75,3526
3995,prunsero,50,630
3995,prunsero,75,3503
3995,ulmuamer,25,355
3997,acerrubr,50,3521
3997,fagugran,25,1028
3997,fagugran,50,1818
3997,fagugran,75,3762
3999,acerrubr,50,1751
3999,acerrubr,75,2713
3999,fagugran,100,6341
3999,prunsero,100,1035
3999,queralba,50,1027
3999,querrubr,75,1147
3999,querrubr,100,6395
4001,acerrubr,50,2961
4001,querrubr,75,5767
4003,acerrubr,75,7434
4003,acersacc,75,2500
4003,acersacc,100,4429
4003,fagugran,25,1618
4003,fraxamer,125,4270
4003,prunsero,50,977
4003,prunsero,75,4113
4003,prunsero,100,5344
4005,piceglau,25,404
4005,piceglau,50,2893
4005,piceglau,75,3169
4006,acerrubr,50,5113
4006,acerrubr,75,2839
4006,prunsero,50,1010
4006,queralba,50,792
4006,queralba,75,1437
4006,querrubr,100,3564
4010,acerrubr,50,3722
4010,acerrubr,75,2254
4010,acersacc,50,5422
4010,acersacc,75,1606
4010,fagugran,25,435
4010,fraxamer,50,1679
4010,pinustro,50,413
4010,pinustro,75,1129
4013,acerrubr,50,1522
4013,fagugran,50,1210
4013,prunsero,50,10702
4013,prunsero,75,2944
4017,acerrubr,100,3321
4017,acersacc,50,564
4017,acersacc,75,782
4017,fagugran,50,1622
4017,fagugran,75,1568
4017,fagugran,100,4066
4017,prunsero,50,679
4017,prunsero,75,4633
4017,prunsero,100,1525
4017,tsugcana,50,421
4023,acerrubr,50,1650
4023,betulent,25,1079
4023,betulent,50,4908
4023,fagugran,25,317
4023,prunsero,50,1250
4023,tsugcana,25,536
4023,tsugcana,50,605
4025,acerrubr,50,3873
4025,acerrubr,75,8344
4025,acerrubr,100,3383
4025,fagugran,25,1096
4025,prunsero,75,9529
4025,prunsero,125,10394
4027,acerrubr,50,1431
4027,acerrubr,75,348
4027,fagugran,25,130
4027,fagugran,50,103
4027,queralba,50,1792
4027,queralba,75,444
4027,quercocc,50,173
4027,quervelu,50,1037
4027,quervelu,75,145
4027,quervelu,100,303
4029,acerrubr,25,856
4029,acerrubr,50,1967
4029,acerrubr,75,835
4029,betulent,25,303
4029,prunsero,50,811
4029,prunsero,75,3055
4029,queralba,50,2502
4029,quervelu,25,367
4041,acerrubr,50,997
4041,acerrubr,75,4864
4041,pinustro,50,1225
4041,pinustro,75,1131
4041,prunsero,75,21241
4041,queralba,50,446
4041,quervelu,75,1181
4042,acerrubr,50,977
4042,acerrubr,75,6466
4042,acerrubr,100,2697
4042,betulent,100,3462
4042,querrubr,50,4862
4042,querrubr,75,6290
4042,querrubr,100,3560
4043,acerrubr,50,3635
4043,acerrubr,75,3046
4043,betulent,50,1445
4043,betulent,75,1017
4043,tsugcana,25,732
4043,tsugcana,50,5250
4047,acerrubr,50,990
4047,acerrubr,75,511
4047,acersacc,25,1618
4047,prunsero,50,2525
4047,prunsero,75,4694
4049,acerrubr,50,3007
4049,betualle,25,714
4049,betulent,25,2266
4049,betulent,50,351
4049,fraxamer,25,469
4049,fraxamer,50,485
4049,prunsero,50,636
4049,querrubr,50,1161
4051,pinuresi,25,2118
4052,acerrubr,50,1410
4052,acersacc,25,535
4052,pinustro,50,1332
4052,pinustro,75,676
4052,queralba,50,2577
4052,queralba,75,7040
4052,quercocc,50,740
4052,querprin,50,1246
4052,querrubr,50,5970
4052,querrubr,75,1446
4054,acerrubr,50,783
4054,acerrubr,75,1454
4054,acersacc,25,715
4054,acersacc,75,2842
4054,fraxamer,75,3584
4054,popugran,50,4477
4054,popugran,75,3144
4054,prunsero,50,748
4054,querrubr,50,2412
4054,tiliamer,75,2672
4054,ulmuamer,50,718
4057,fraxamer,25,626
4057,poputrem,25,3347
4057,poputrem,50,2819
4057,tiliamer,50,3668
4061,acerrubr,75,774
4061,acerrubr,100,1106
4061,acersacc,50,421
4061,acersacc,75,847
4061,acersacc,100,2019
4061,betulent,50,460
4061,fagugran,50,2651
4061,prunsero,75,1982
4061,prunsero,125,6386
4062,acerrubr,100,1105
4062,pinustro,100,3673
4062,tsugcana,25,282
4062,tsugcana,50,2334
4062,tsugcana,75,3129
4062,tsugcana,100,5965
4065,acerrubr,50,3085
4065,betulent,75,14047
4065,betulent,100,1732
4066,acerrubr,50,5572
4066,acersacc,25,625
4066,fraxamer,50,889
4066,fraxamer,75,1672
4066,pinustro,25,1025
4066,pinustro,50,982
4066,pinustro,75,1232
4066,poputrem,50,871
4066,poputrem,75,2639
4067,acerrubr,50,5866
4067,poputrem,50,731
4067,prunsero,50,7678
4075,acersacc,25,3256
4075,ostrvirg,25,1968
4075,prunsero,25,5928
4077,acerrubr,25,1041
4077,popugran,50,2076
4077,prunsero,25,684
4077,tsugcana,25,1148
4077,tsugcana,50,544
4085,acerrubr,25,294
4085,acerrubr,50,748
4085,betulent,25,285
4085,fagugran,50,2809
4085,fagugran,75,1140
4085,querrubr,25,434
4085,querrubr,50,807
4085,tsugcana,25,366
4086,acerrubr,50,2038
4086,acerrubr,75,1879
4086,queralba,50,660
4086,queralba,75,6380
4086,querrubr,75,3038
4086,querrubr,100,1782
4087,acersacc,50,1617
4087,acersacc,75,14677
4087,fraxamer,75,8081
4087,ostrvirg,50,1684
4087,prunsero,75,4603
4089,acersacc,50,2057
4089,acersacc,75,1481
4089,acersacc,100,6788
4089,betulent,50,676
4089,betulent,75,504
4089,fagugran,75,959
4089,fraxamer,100,763
4089,prunsero,75,2078
4089,tiliamer,75,254
4089,tiliamer,100,539
4090,acerrubr,50,1420
4090,acerrubr,75,4598
4090,acerrubr,100,4888
4090,betualle,75,1994
4090,picerube,75,1191
4090,pinustro,100,2854
4090,queralba,75,3726
4090,querrubr,100,4369
4090,querrubr,125,2548
4091,caryglab,25,1005
4091,caryglab,50,3445
4091,caryglab,75,892
4091,pinustro,50,1046
4091,querprin,50,1471
4091,querrubr,50,2447
4091,querrubr,75,3967
4092,acerrubr,50,1205
4092,acerrubr,75,2837
4092,acersacc,50,325
4092,acersacc,75,1215
4092,fraxamer,50,565
4092,ostrvirg,25,672
4092,prunsero,75,482
4092,queralba,75,11310
4092,querrubr,50,350
4092,querrubr,75,1076
4093,prunsero,50,21634
4102,acerrubr,25,597
4102,acerrubr,50,3150
4102,acerrubr,75,926
4102,betupapy,50,3944
4102,pinustro,25,580
4102,pinustro,50,950
4102,queralba,75,4415
4102,querprin,50,3468
4103,acerrubr,75,2599
4103,acerrubr,100,3625
4103,pinustro,50,1893
4103,pinustro,75,3510
4103,pinustro,100,1816
4103,queralba,100,4913
4103,querprin,100,606
4103,querrubr,125,2941
4116,acerrubr,25,526
4116,acerrubr,50,3499
4116,queralba,50,687
4116,querrubr,50,2320
4127,acerrubr,50,945
4127,pinustro,50,1566
4127,prunsero,50,692
4127,quercocc,75,2086
4127,querprin,50,6640
4127,querprin,75,1705
4127,querrubr,50,2780
4127,querrubr,75,3548
4127,quervelu,50,814
4128,acerrubr,50,1467
4128,betulent,50,6144
4128,queralba,50,636
4128,querprin,50,4301
4130,acersacc,25,1552
4130,acersacc,50,3564
4130,acersacc,75,14078
4130,betulent,25,1305
4132,acerrubr,50,1351
4132,acerrubr,75,4502
4132,betualle,25,316
4132,betulent,50,2128
4132,fagugran,75,3063
4132,queralba,50,599
4132,querprin,50,466
4132,querprin,75,3677
4148,acerrubr,50,2405
4148,larilari,50,6143
4148,larilari,75,883
4148,queralba,75,2110
4148,querprin,50,2344
4151,acerrubr,75,4938
4151,betulent,50,591
4151,fagugran,25,686
4151,fagugran,50,1172
4151,fagugran,75,2508
4151,pinustro,75,6122
4151,prunsero,50,413
4151,tsugcana,50,1335
4151,tsugcana,75,1706
4156,prunsero,50,3323
4158,betulent,50,7347
4158,pinustro,50,1227
4158,popugran,75,567
4158,quercocc,50,3622
4158,tsugcana,25,519
4159,acerrubr,75,8744
4159,pinustro,25,437
4159,querprin,75,2536
4159,querprin,100,3277
4161,acerrubr,50,7283
4161,acerrubr,75,11135
4161,caryglab,75,5829
4162,quercocc,25,219
4162,querprin,25,3135
4162,querrubr,25,1063
4162,quervelu,25,2098
4170,acerrubr,25,640
4170,acerrubr,50,756
4170,querprin,50,2229
4170,querprin,75,4826
4170,quervelu,75,2257
4170,tsugcana,25,843
4170,tsugcana,50,555
4171,acerrubr,25,893
4171,querprin,25,319
4171,querprin,50,4107
4171,querrubr,50,2570
4172,acerrubr,25,806
4172,acerrubr,50,408
4172,acersacc,50,529
4172,caryglab,50,952
4172,pinustro,50,862
4172,queralba,50,2252
4172,queralba,75,9673
4172,queralba,100,5598
4172,querrubr,50,2078
4174,acerrubr,50,2450
4174,acersacc,50,230
4174,fagugran,25,692
4174,fagugran,50,996
4174,pinustro,50,3693
4174,prunsero,50,632
4174,tsugcana,50,2512
4175,acerrubr,75,5592
4175,pinustro,50,640
4175,pinustro,75,6624
4175,poputrem,75,538
4177,acerrubr,75,2075
4177,betulent,75,2430
4177,caryglab,75,1488
4177,pinustro,75,19507
4177,querprin,75,708
4177,tsugcana,50,3398
4181,acerrubr,25,687
4181,betulent,50,596
4181,pinuresi,75,1204
4181,queralba,50,1239
4181,queralba,75,1728
4181,querprin,50,10007
4181,querrubr,50,3693
4181,querrubr,75,894
4185,acerrubr,50,832
4185,acerrubr,75,7209
4185,acersacc,50,832
4185,acersacc,75,1481
4185,betualle,50,1145
4185,betulent,75,1481
4185,fagugran,50,3804
4185,fagugran,75,5595
4185,tsugcana,50,1282
4188,acerrubr,50,6279
4188,acerrubr,75,3826
4188,acersacc,50,2767
4188,acersacc,75,2043
4188,betulent,50,756
4190,acersacc,100,5471
4190,fraxamer,50,1624
4190,fraxamer,100,4543
4191,acerrubr,50,4239
4191,acerrubr,75,11583
4191,quercocc,75,1238
4191,querprin,75,3822
4193,acerrubr,50,2468
4193,acerrubr,75,2932
4193,betualle,50,968
4193,fagugran,25,2204
4193,fagugran,50,4920
4193,fagugran,75,3199
4195,acerrubr,75,3064
4195,betulent,25,452
4195,tsugcana,75,2658
4195,tsugcana,100,4614
4203,acerrubr,25,458
4203,acersacc,25,458
4203,acersacc,50,659
4203,acersacc,75,784
4203,betulent,25,456
4203,querprin,25,2723
4203,querprin,50,999
4203,querrubr,25,1120
4203,querrubr,50,1184
4203,tiliamer,50,437
4203,tiliamer,75,4086
4204,acerrubr,25,194
4204,acerrubr,50,2102
4204,acerrubr,75,4986
4204,pinustro,25,235
4204,queralba,75,689
4204,querrubr,75,1126
4206,acerrubr,50,4727
4206,betupopu,25,560
4206,popugran,50,1512
4208,acerrubr,50,727
4208,betulent,50,2775
4208,pinustro,25,474
4208,queralba,50,920
4208,querprin,50,5042
4208,querprin,75,1099
4208,querrubr,50,1412
4208,querrubr,75,1413
4208,tsugcana,50,1681
4209,querprin,50,6154
4209,querprin,75,977
4209,querprin,100,1239
4209,querrubr,50,2418
4209,querrubr,75,757
4210,betulent,50,4477
4210,queralba,25,2170
4210,queralba,50,12595
4212,acerrubr,50,618
4212,acerrubr,75,1058
4212,betulent,50,635
4212,queralba,50,1252
4212,quercocc,50,759
4212,quercocc,75,2495
4212,querprin,50,1462
4212,querprin,75,4813
4213,acerrubr,50,2895
4213,caryglab,50,1132
4213,caryglab,75,2257
4213,fraxamer,75,2837
4213,ostrvirg,25,398
4213,querprin,50,3317
4213,querprin,75,4578
4213,querrubr,75,2862
4215,acerrubr,50,1462
4215,acerrubr,75,3335
4215,queralba,50,2680
4215,queralba,75,1039
4218,acerrubr,25,634
4218,acerrubr,50,615
4218,pinustro,100,2289
4218,queralba,50,986
4218,queralba,75,6291
4218,quercocc,100,1816
4218,querprin,75,1116
4218,querrubr,75,599
4230,acerrubr,50,1404
4230,acerrubr,75,1240
4230,queralba,75,2897
4230,queralba,100,1019
4230,querprin,75,1089
4230,querprin,125,3187
4230,querrubr,75,603
4230,querrubr,100,5967
4233,acerrubr,50,738
4233,acerrubr,75,466
4233,acersacc,50,633
4233,betulent,50,509
4233,betulent,75,2516
4233,fraxamer,50,5416
4233,fraxamer,75,3191
4233,tsugcana,25,616
4233,tsugcana,50,3182
4234,acerrubr,50,3252
4234,acerrubr,75,15139
4234,acerrubr,100,2549
4234,acersacc,50,1761
4234,betualle,50,1118
4234,betulent,100,1276
4234,tiliamer,75,1420
4234,tsugcana,50,8100
4235,acerrubr,50,2792
4235,acerrubr,75,2446
4235,acersacc,25,1025
4235,acersacc,50,580
4235,betulent,75,851
4235,prunsero,75,4702
4235,tiliamer,50,2270
4235,tiliamer,75,1031
4236,acerrubr,25,404
4236,acerrubr,50,11348
4236,acerrubr,75,4170
4236,fraxamer,50,1754
4236,poputrem,50,5054
4236,prunsero,25,467
4239,querprin,50,5412
4239,querprin,75,3068
4239,querrubr,50,4177
4239,querrubr,75,2811
4241,acerrubr,50,1388
4241,acerrubr,75,589
4241,pinurigi,75,233
4241,querprin,50,4816
4241,querprin,75,2814
4241,querrubr,50,963
4241,querrubr,75,617
4242,acerrubr,25,3336
4242,betulent,25,1248
4242,prunsero,25,2909
4244,acersacc,50,13948
4244,querrubr,50,14186
4256,acerrubr,75,3110
4256,betualle,50,2469
4256,betualle,75,1780
4256,betulent,50,3167
4256,querrubr,75,5172
4256,tsugcana,25,1431
4256,tsugcana,50,1914
4257,acerrubr,50,1947
4257,pinuresi,25,650
4257,pinuresi,50,6005
4257,pinuresi,75,14750
4257,prunsero,50,2412
4257,prunsero,75,2452
4260,acersacc,75,4782
4260,acersacc,100,9035
4260,acersacc,125,3082
4260,betulent,50,1902
4260,prunsero,75,2694
4260,prunsero,125,32302
4261,acerrubr,100,2843
4261,acersacc,75,636
4261,betualle,75,430
4261,prunsero,100,1262
4261,tsugcana,50,1453
4261,tsugcana,75,16871
