MapCode,SpeciesName,CohortAge,CohortBiomass
1,acerrubr,25,246
1,acerrubr,50,1261
1,betualle,25,116
1,fraxnigr,50,116
2,acersacc,50,533
2,acersacc,75,1564
2,betulent,50,748
2,pinustro,75,10404
2,queralba,75,4409
2,tsugcana,50,528
5,acerrubr,25,510
5,pinustro,50,602
5,pinustro,75,4163
5,pinustro,100,4844
5,queralba,75,2604
5,quercocc,100,2846
8,acerrubr,50,2157
8,acerrubr,75,4764
8,betulent,100,2657
8,fagugran,50,1635
8,queralba,75,617
8,queralba,100,1077
8,quercocc,100,4034
8,ulmuamer,25,536
9,acerrubr,50,2151
9,acerrubr,75,4672
9,fraxamer,50,569
9,fraxamer,75,1168
22,acerrubr,50,1249
22,acerrubr,75,1806
22,pinustro,50,594
22,queralba,50,1271
22,quercocc,50,1060
22,quercocc,75,2147
22,querrubr,75,7375
22,querrubr,100,5531
23,acerrubr,50,403
23,pinustro,50,1471
23,queralba,25,468
23,quercocc,50,380
23,quercocc,75,6298
23,quercocc,100,2678
23,quervelu,50,488
23,quervelu,75,2290
25,acerrubr,25,752
25,acerrubr,50,2516
25,fraxamer,50,567
25,pinustro,50,658
25,pinustro,75,2974
25,queralba,50,1037
25,quervelu,75,7369
26,acerrubr,25,416
26,betulent,25,412
26,pinustro,50,563
26,queralba,50,676
26,queralba,75,558
26,quercocc,50,1399
26,quercocc,75,4759
26,quercocc,100,1729
26,querrubr,75,1363
26,quervelu,50,1731
26,quervelu,75,1269
27,acerrubr,25,759
27,pinustro,25,6911
27,querrubr,25,6800
27,quervelu,25,1951
28,betupopu,25,226
28,fraxamer,25,1937
28,prunsero,50,575
29,acerrubr,50,3875
29,acerrubr,75,3479
29,acerrubr,100,5673
29,betualle,25,635
29,fraxnigr,50,528
29,pinustro,100,4342
29,ulmuamer,50,1439
30,acerrubr,25,1198
30,acerrubr,50,4183
30,acerrubr,75,10367
30,queralba,75,3289
30,tiliamer,50,1856
31,acerrubr,50,1264
31,acerrubr,75,1828
31,betulent,25,1200
31,pinustro,50,803
31,querrubr,50,2230
31,querrubr,75,12971
31,querrubr,100,2016
31,quervelu,75,2891
32,acerrubr,50,1574
32,acerrubr,75,3391
32,betulent,50,363
32,betupapy,50,267
32,fagugran,25,483
32,fagugran,50,1163
32,fagugran,75,780
32,pinustro,50,626
32,querrubr,100,552
33,acerrubr,50,1253
34,betulent,100,8764
34,fagugran,50,1222
34,fagugran,75,1501
34,fagugran,100,3172
34,ostrvirg,75,1415
34,tsugcana,25,1068
34,tsugcana,50,3302
34,tsugcana,75,4664
35,acersacc,50,3247
35,acersacc,75,3285
35,acersacc,100,2151
35,betualle,25,654
35,betualle,50,1087
35,betualle,75,1258
35,fagugran,50,4026
35,fagugran,100,1520
35,fraxamer,75,3146
35,fraxamer,100,8085
35,picerube,25,823
36,acerrubr,75,1188
36,acerrubr,100,989
36,betualle,100,972
36,picerube,75,4767
36,prunsero,75,1408
36,prunsero,100,4570
36,tsugcana,25,593
36,tsugcana,50,1025
36,tsugcana,75,2574
37,acerrubr,50,6582
37,acerrubr,75,894
37,betupapy,50,724
37,fraxamer,25,835
37,fraxamer,75,545
37,pinustro,50,414
37,querrubr,75,1831
37,ulmuamer,25,343
38,acerrubr,25,464
38,queralba,25,210
38,querrubr,50,1260
38,querrubr,75,4563
39,acerrubr,50,2153
39,acerrubr,75,2871
39,betualle,50,942
39,querrubr,50,485
39,tsugcana,25,1679
39,tsugcana,50,5861
39,tsugcana,75,2354
39,ulmuamer,50,400
40,acerrubr,25,658
40,acerrubr,75,2157
40,pinustro,50,795
40,prunsero,50,960
40,querrubr,50,5542
40,querrubr,75,9095
41,acersacc,25,405
41,acersacc,50,701
41,acersacc,75,2212
41,betualle,50,1691
41,caryglab,50,542
41,caryglab,75,1700
41,fraxamer,75,1603
41,queralba,50,4314
41,queralba,75,1704
41,querrubr,50,2075
41,tsugcana,25,1540
42,acersacc,50,9587
42,acersacc,75,5139
42,fraxamer,50,424
42,querrubr,75,2466
43,acerrubr,25,600
43,pinustro,50,1801
43,pinustro,75,17224
43,querrubr,25,390
46,acerrubr,25,428
46,acerrubr,50,1761
46,acerrubr,75,2326
46,pinustro,50,2516
46,pinustro,75,883
46,querrubr,50,779
46,querrubr,75,1441
47,acerrubr,50,6939
47,acerrubr,75,5635
47,caryglab,25,842
47,caryglab,75,3685
47,fraxamer,75,3038
47,queralba,50,497
47,quervelu,75,7202
52,acersacc,50,504
52,fraxamer,25,2954
52,fraxamer,50,1328
52,poputrem,50,3522
52,querrubr,50,2643
56,betulent,25,674
56,pinustro,50,1704
56,queralba,50,423
56,quercocc,50,1372
56,querrubr,50,1240
56,tsugcana,25,336
56,tsugcana,50,2097
59,acerrubr,25,1852
59,acerrubr,50,13295
59,queralba,50,4447
59,tsugcana,50,1334
61,acerrubr,25,295
61,fagugran,75,1121
61,pinustro,50,1188
61,queralba,50,2714
61,queralba,75,2110
61,quercocc,75,2075
61,quervelu,50,1610
61,quervelu,75,6965
63,acersacc,50,769
63,pinustro,25,312
63,pinustro,50,211
63,poputrem,50,2242
63,queralba,25,140
63,quervelu,25,262
72,acerrubr,25,4618
72,acerrubr,50,8532
72,acersacc,25,5062
72,prunsero,50,4623
75,fagugran,50,473
75,fraxamer,50,716
75,querrubr,75,1575
75,ulmuamer,25,971
75,ulmuamer,75,2285
76,fagugran,25,1128
76,querprin,50,10362
77,acersacc,25,1864
77,acersacc,50,5653
77,pinustro,50,5495
77,prunsero,50,1317
77,tiliamer,50,2368
78,acerrubr,50,9844
78,acerrubr,75,26777
95,acerrubr,25,3507
95,acerrubr,50,9082
95,fagugran,50,2196
105,acerrubr,50,7657
105,acerrubr,75,7674
105,acersacc,50,1616
105,fagugran,25,1211
105,prunsero,50,2012
109,acerrubr,50,5496
109,acerrubr,75,8200
109,querrubr,75,5606
110,acerrubr,50,1946
110,acerrubr,75,5519
110,fraxnigr,25,1027
110,pinustro,50,1320
110,pinustro,75,5551
110,pinustro,100,15220
110,queralba,75,4474
110,querrubr,50,3917
111,acerrubr,25,833
111,acerrubr,50,1268
111,acersacc,25,343
111,betupapy,50,803
111,fagugran,25,304
111,pinustro,75,15591
111,querrubr,75,10532
112,acerrubr,25,559
112,acerrubr,50,9648
112,betualle,25,593
112,picerube,50,1476
112,pinustro,75,2559
112,querrubr,25,2096
112,querrubr,50,1673
113,acerrubr,25,2090
113,betulent,25,328
113,pinustro,50,1031
113,querrubr,25,370
113,tsugcana,25,4108
113,tsugcana,50,984
114,acerrubr,50,482
114,acerrubr,75,2627
114,fagugran,25,248
114,larilari,75,3349
114,piceglau,75,509
114,pinustro,50,742
114,pinustro,75,9893
114,poputrem,50,409
114,poputrem,75,1405
114,prunsero,75,2325
114,querrubr,75,805
115,acerrubr,25,2013
115,acerrubr,50,2459
115,pinustro,50,3101
115,pinustro,75,19442
115,tsugcana,25,1995
115,tsugcana,50,1900
120,acerrubr,50,2821
120,acerrubr,75,5279
120,acersacc,50,1306
120,acersacc,75,7335
120,acersacc,100,5307
120,betualle,50,790
120,betulent,25,432
120,fagugran,50,1458
120,fagugran,75,977
120,ostrvirg,25,377
120,tiliamer,25,196
122,acerrubr,25,401
122,acerrubr,50,1220
122,acersacc,50,1832
122,betulent,50,1032
122,fraxamer,25,328
122,prunsero,50,269
122,ulmuamer,25,316
122,ulmuamer,50,448
124,acerrubr,50,1446
124,acerrubr,75,1653
124,betualle,75,539
124,betulent,50,1081
124,betulent,75,3554
124,betulent,100,3760
124,pinustro,50,1053
124,pinustro,75,3133
124,queralba,50,2581
124,queralba,75,1935
124,quercocc,75,851
124,querprin,75,2943
124,querrubr,75,1185
125,acersacc,50,2959
125,acersacc,75,2333
125,fraxamer,50,4859
125,fraxamer,75,5957
125,ostrvirg,25,1755
125,tiliamer,50,1079
125,tiliamer,75,2179
126,acersacc,25,871
126,acersacc,50,13261
126,fraxamer,25,1065
135,acerrubr,50,547
135,acersacc,50,1875
135,acersacc,75,3350
135,acersacc,100,4297
135,betulent,50,1892
135,fagugran,25,372
135,fagugran,50,1042
135,fraxamer,75,1948
135,fraxamer,100,920
135,querrubr,50,2050
135,tsugcana,25,862
135,tsugcana,50,4193
137,acerrubr,75,867
137,acersacc,50,592
137,betulent,25,390
137,caryglab,50,356
137,queralba,50,500
137,queralba,75,903
137,querprin,75,2448
137,querprin,100,3607
137,querrubr,50,1410
137,querrubr,75,4891
137,querrubr,125,2096
137,quervelu,50,1171
137,quervelu,100,4554
137,tsugcana,25,564
137,tsugcana,50,3884
137,tsugcana,75,1099
140,acerrubr,75,1409
140,betulent,25,636
140,betulent,75,1543
140,pinurigi,75,1559
140,queralba,50,705
140,queralba,75,11969
140,quercocc,75,1567
140,quervelu,75,3625
141,querprin,50,1015
141,querprin,75,3052
141,querrubr,50,1076
141,querrubr,75,7402
141,quervelu,50,552
141,quervelu,75,4001
142,acersacc,75,1786
142,caryglab,75,1169
142,fagugran,75,993
142,fagugran,100,3709
142,queralba,100,1886
142,quervelu,100,9738
142,tsugcana,50,703
142,tsugcana,75,1223
143,acerrubr,50,2572
143,fraxamer,25,593
143,fraxamer,50,752
143,ulmuamer,50,1151
146,acerrubr,75,2808
146,betualle,25,562
146,ostrvirg,25,1292
146,pinustro,50,2309
146,pinustro,75,1465
146,poputrem,50,1434
146,poputrem,75,596
146,tsugcana,25,305
146,tsugcana,50,610
147,acersacc,50,3345
147,acersacc,75,3094
147,betualle,25,402
147,tsugcana,25,2133
147,tsugcana,50,2972
148,acerrubr,50,517
148,acerrubr,75,3862
148,acersacc,50,2800
148,acersacc,75,4255
148,betualle,50,1323
148,betulent,50,511
148,betulent,75,1253
148,fraxamer,75,4005
149,acerrubr,75,1349
149,acerrubr,100,1980
149,acersacc,50,1353
149,betulent,75,1270
149,fagugran,25,1313
149,fagugran,50,1239
149,fagugran,75,1396
149,fraxamer,75,1573
149,pinustro,100,21096
150,acerrubr,75,1664
150,pinustro,50,393
150,pinustro,100,2181
150,querprin,100,838
150,querrubr,75,1998
150,querrubr,100,10267
150,tsugcana,50,857
150,tsugcana,75,4725
151,picerube,25,869
151,picerube,50,945
151,tsugcana,25,492
151,tsugcana,50,5205
152,acersacc,100,2260
152,betualle,75,1547
152,betualle,100,698
152,betualle,125,1300
152,fagugran,75,815
152,querrubr,100,2500
152,tsugcana,50,1329
152,tsugcana,75,6310
152,tsugcana,100,10333
154,acerrubr,50,7802
154,acerrubr,75,702
154,pinustro,50,879
154,pinustro,75,2712
154,queralba,25,754
154,querrubr,75,2137
156,acerrubr,25,1027
156,acerrubr,50,2550
156,pinustro,25,406
156,queralba,50,1931
156,queralba,75,1391
156,quercocc,50,610
156,querprin,50,2747
157,pinustro,50,5375
158,pinustro,50,5405
161,acerrubr,50,1567
161,acersacc,50,8523
161,acersacc,75,3555
161,fraxamer,50,1955
161,tiliamer,75,1896
161,tsugcana,25,654
161,tsugcana,50,4470
163,acersacc,25,904
163,acersacc,50,4968
163,pinustro,50,2606
163,querrubr,50,1159
163,ulmuamer,50,722
168,acerrubr,50,1522
168,pinustro,50,445
168,prunsero,25,229
168,prunsero,50,1244
168,queralba,75,4539
169,acerrubr,50,1660
169,acerrubr,75,4598
169,betulent,75,3833
169,pinustro,50,1570
169,queralba,75,7118
175,tiliamer,50,8024
175,ulmuamer,50,16306
179,acerrubr,50,818
179,acersacc,50,608
179,acersacc,75,1055
179,betulent,50,638
179,caryglab,50,1236
179,querprin,50,6216
179,querrubr,50,2369
179,querrubr,75,9290
180,acersacc,50,7370
180,querrubr,50,10704
180,quervelu,50,30914
181,acerrubr,25,1286
181,acerrubr,50,1178
181,acersacc,50,2467
181,betulent,50,1879
181,fraxamer,50,3074
186,acerrubr,75,892
186,acerrubr,100,561
186,acersacc,75,631
186,betualle,75,1870
186,betualle,100,2918
186,poputrem,100,908
186,prunsero,75,1995
186,prunsero,100,752
186,tsugcana,50,1637
186,tsugcana,75,2901
186,tsugcana,100,3598
189,acerrubr,50,1423
189,betulent,25,656
189,betulent,50,1543
189,betulent,75,715
189,querprin,50,5991
189,querprin,75,3970
189,tsugcana,50,465
190,acerrubr,50,3768
190,acersacc,50,1412
190,prunsero,50,7829
193,acerrubr,75,805
193,betulent,50,1303
193,queralba,50,466
193,quercocc,75,1444
193,querprin,50,282
193,querprin,75,4885
193,querrubr,50,365
193,querrubr,75,1369
193,querrubr,100,1300
193,quervelu,75,1343
193,quervelu,100,1922
195,fraxamer,25,2058
195,fraxamer,50,426
195,prunsero,50,1798
197,acerrubr,75,1314
197,acerrubr,100,5305
197,acersacc,75,1663
197,acersacc,100,2453
197,betualle,75,720
197,betulent,100,2980
197,tsugcana,50,3556
197,tsugcana,75,1614
198,acerrubr,75,1752
198,acersacc,75,4545
198,pinustro,75,4244
198,poputrem,75,1913
198,prunsero,75,11565
199,fagugran,50,3200
199,fagugran,75,5462
199,tsugcana,50,853
204,acerrubr,50,1125
204,fraxamer,50,758
204,prunsero,50,490
204,querrubr,50,5650
207,fraxamer,25,566
207,prunsero,50,2416
207,queralba,25,557
207,queralba,50,331
207,querrubr,75,6668
212,acerrubr,50,2698
212,fagugran,50,3892
212,fagugran,75,6468
212,prunsero,75,3894
212,querrubr,50,2933
212,querrubr,75,22548
215,acerrubr,75,625
215,acerrubr,100,1977
215,betualle,50,532
215,betualle,75,158
215,tsugcana,50,1254
215,tsugcana,75,4812
222,caryglab,25,603
222,prunsero,25,927
222,querprin,50,2357
226,acerrubr,50,2242
226,acerrubr,75,531
226,acersacc,50,1313
226,fraxamer,50,321
226,fraxamer,75,570
226,pinustro,50,318
226,pinustro,75,3326
226,popugran,75,834
226,queralba,75,2130
226,querrubr,50,1765
229,acerrubr,75,7773
229,acersacc,25,1169
229,acersacc,50,3567
229,betulent,50,1182
229,betulent,75,2868
229,fraxamer,75,1373
229,queralba,75,2428
229,tsugcana,50,3259
230,acerrubr,50,3046
230,acerrubr,75,1078
230,fraxamer,50,1315
230,pinustro,25,738
230,querrubr,75,10582
234,acerrubr,50,2654
234,acerrubr,75,10011
234,queralba,100,2053
234,querrubr,75,5699
234,querrubr,100,2243
234,querrubr,125,4822
235,acerrubr,50,2737
235,pinustro,50,965
235,querprin,50,22434
235,querrubr,50,2977
235,quervelu,50,772
236,acerrubr,50,808
236,acerrubr,75,5533
236,queralba,75,6987
236,quercocc,50,578
236,querrubr,75,5714
238,acerrubr,100,1977
238,acerrubr,125,989
238,betulent,75,1392
238,betulent,100,399
238,betulent,125,3928
238,queralba,125,1846
238,querrubr,125,7038
238,tsugcana,50,793
238,tsugcana,75,1139
238,tsugcana,100,693
244,acerrubr,75,4388
244,betulent,75,2500
244,pinustro,75,9754
244,tsugcana,50,1164
244,tsugcana,75,4667
245,acerrubr,25,759
245,acerrubr,50,2763
245,prunsero,25,129
245,tsugcana,50,169
341,acerrubr,75,1478
341,acerrubr,100,5587
341,acersacc,50,844
341,acersacc,75,2318
341,acersacc,100,1008
341,betualle,75,1930
341,betualle,100,1842
341,betulent,75,2027
341,betulent,125,938
341,queralba,75,1772
341,queralba,100,5588
341,querrubr,75,988
342,betulent,25,423
342,queralba,50,898
342,querrubr,50,4496
342,quervelu,25,477
342,quervelu,50,4354
342,quervelu,75,2608
343,acerrubr,50,1834
343,acersacc,25,772
343,acersacc,50,5848
345,acerrubr,50,1631
345,acerrubr,75,1711
345,betulent,50,575
345,betulent,75,651
345,betupapy,75,966
345,querrubr,75,5618
345,quervelu,75,424
346,acerrubr,50,551
346,betulent,50,667
346,queralba,25,342
346,queralba,50,3219
346,quercocc,75,958
346,querrubr,50,5191
346,querrubr,75,2520
347,acerrubr,50,2290
347,betulent,50,526
347,betulent,75,1151
347,caryglab,25,805
347,caryglab,50,1981
347,caryglab,75,2777
347,fagugran,50,1269
347,queralba,50,780
347,queralba,75,2863
347,quervelu,75,1687
348,betulent,25,2494
348,fagugran,25,781
348,queralba,25,5019
348,querrubr,25,8449
348,quervelu,25,3054
349,acerrubr,75,11666
349,betualle,75,1043
349,betulent,50,1114
349,pinustro,75,5362
349,querrubr,50,567
349,querrubr,75,1347
349,tsugcana,75,4746
350,acerrubr,25,678
350,acerrubr,50,1854
350,quercocc,50,1452
350,querprin,50,5630
350,querrubr,50,4925
350,quervelu,50,1074
350,tsugcana,25,364
351,acerrubr,75,5225
351,fagugran,75,3300
351,querrubr,100,11437
351,quervelu,100,12591
352,acersacc,50,416
352,caryglab,50,1744
352,caryglab,75,5910
352,fraxamer,50,758
352,ostrvirg,25,423
352,queralba,50,673
352,querrubr,75,2041
352,quervelu,50,1225
352,quervelu,75,5251
352,tsugcana,50,673
352,tsugcana,75,994
356,acerrubr,50,481
356,acerrubr,75,4065
356,acersacc,25,1481
356,acersacc,50,822
356,betualle,50,915
356,betulent,50,1003
356,betulent,75,756
356,fraxamer,50,521
356,fraxamer,75,1253
356,fraxamer,100,6037
356,querrubr,75,5628
356,tsugcana,50,1491
357,betulent,25,208
357,querrubr,50,2395
357,tsugcana,25,194
357,tsugcana,50,1422
357,tsugcana,75,1145
358,acerrubr,50,980
358,betulent,50,510
358,betulent,75,11505
358,fagugran,75,5415
360,betualle,50,2497
360,betulent,50,1821
360,fagugran,50,775
360,fraxamer,50,575
360,querrubr,75,10965
360,querrubr,100,5650
361,acersacc,50,2762
361,betualle,50,1772
361,caryglab,50,1698
361,fraxamer,75,1339
361,fraxamer,100,2534
361,tsugcana,25,1686
361,tsugcana,50,3468
361,tsugcana,75,2410
362,acerrubr,50,1301
362,acersacc,50,2920
362,acersacc,75,5549
362,betualle,25,1537
362,betualle,50,1472
362,betulent,25,1343
362,betulent,50,3695
362,caryglab,75,4084
363,acerrubr,50,3945
363,acerrubr,75,2745
363,pinustro,50,507
363,poputrem,50,491
363,poputrem,75,905
363,quercocc,75,793
364,acerrubr,50,1568
364,fagugran,25,212
364,queralba,50,1198
364,querrubr,50,3180
364,querrubr,75,4396
365,acerrubr,75,1059
365,acerrubr,100,1057
365,acersacc,100,6106
365,betualle,75,2463
365,betualle,100,2662
365,betulent,100,1033
365,fraxamer,100,521
365,tsugcana,50,3579
365,tsugcana,75,4607
365,tsugcana,100,3579
366,acersacc,50,1795
366,betualle,25,1127
366,betualle,50,831
366,fagugran,50,915
366,fraxamer,50,1929
366,fraxamer,75,4013
366,fraxamer,100,9534
366,prunsero,75,4512
366,querrubr,50,908
366,querrubr,75,1189
367,acerrubr,50,1472
367,acerrubr,75,1769
367,acersacc,50,793
367,acersacc,75,2640
367,betulent,50,2177
367,betulent,75,639
367,betupapy,75,1740
367,caryglab,75,2046
367,fraxamer,50,1108
367,fraxamer,75,587
367,ostrvirg,25,691
367,pinustro,75,1418
367,popugran,75,730
367,querrubr,50,730
367,tsugcana,50,4541
368,acerrubr,50,657
368,betulent,50,1835
368,betulent,75,1844
368,pinustro,50,1065
368,queralba,50,1700
368,queralba,75,4419
368,querrubr,50,1576
368,quervelu,50,349
368,quervelu,75,1771
368,tsugcana,50,496
369,acerrubr,25,610
369,acerrubr,50,421
369,queralba,50,1649
369,queralba,75,693
369,querrubr,50,5347
369,querrubr,75,10330
370,acerrubr,50,1243
370,caryglab,25,347
370,pinustro,75,2182
370,queralba,50,8647
370,quervelu,50,3727
370,quervelu,75,3293
371,acerrubr,50,688
371,acerrubr,75,3458
371,acersacc,75,1468
371,betulent,75,3317
371,betulent,100,7246
371,fagugran,25,534
371,fraxamer,75,973
371,queralba,100,4131
371,querrubr,100,9430
372,acerrubr,75,5221
372,acersacc,50,6804
373,acerrubr,75,895
373,betualle,25,827
373,caryglab,25,440
373,pinustro,75,852
373,queralba,50,1182
373,queralba,75,4489
373,querrubr,50,730
373,querrubr,75,3515
373,quervelu,75,3387
373,tsugcana,25,360
373,tsugcana,50,1784
378,acerrubr,50,1097
378,acerrubr,75,7930
378,betualle,50,946
378,queralba,75,6542
378,quercocc,100,2019
378,querrubr,75,1222
378,querrubr,100,1485
379,acerrubr,75,4106
379,acersacc,50,1492
379,acersacc,75,3190
379,caryglab,75,3406
379,fagugran,50,445
380,acersacc,25,987
380,betulent,50,2713
380,quervelu,50,3595
380,quervelu,75,2809
381,acerrubr,50,628
381,caryglab,50,808
381,caryglab,75,5502
381,fagugran,50,705
381,pinustro,75,840
381,querrubr,75,9751
381,tsugcana,50,1613
421,acerrubr,50,5048
421,acerrubr,75,6726
421,betualle,50,2387
421,betulent,50,3091
421,betupapy,50,2482
421,fraxamer,50,1121
421,tsugcana,25,2294
421,tsugcana,50,2473
421,tsugcana,75,2350
423,acerrubr,25,1061
423,acerrubr,75,2187
423,pinustro,50,2240
423,pinustro,75,802
423,pinustro,100,3069
423,queralba,50,614
423,quercocc,100,6818
423,quervelu,100,4003
425,acerrubr,50,583
425,acerrubr,75,795
425,picerube,100,1217
425,pinustro,75,5035
425,pinustro,100,4129
425,prunsero,75,571
425,tsugcana,50,1680
425,tsugcana,75,8170
425,tsugcana,100,2391
426,acersacc,75,391
426,betualle,75,416
426,betulent,75,433
426,betupapy,75,474
426,fraxamer,50,715
426,fraxamer,75,771
426,larilari,75,578
426,ostrvirg,25,183
426,pinustro,50,404
426,pinustro,75,3693
426,popugran,75,2260
426,poputrem,75,1433
426,querrubr,50,323
426,tiliamer,75,914
427,acersacc,50,7591
427,prunsero,75,6061
427,ulmuamer,75,2816
428,acerrubr,50,1188
428,acerrubr,75,8285
428,acersacc,75,1345
428,fraxamer,50,887
428,fraxamer,75,2160
428,pinustro,75,5811
428,poputrem,75,742
428,quervelu,50,1748
429,acerrubr,75,2436
429,acersacc,50,917
429,acersacc,75,3712
429,fagugran,50,734
429,fraxamer,75,514
429,fraxamer,100,2155
429,pinustro,100,2388
429,prunsero,75,641
429,tsugcana,50,720
430,acerrubr,50,5729
430,acerrubr,75,9556
431,caryglab,50,571
431,pinustro,50,2251
431,queralba,50,1877
431,quercocc,50,4028
431,quercocc,75,2457
431,querrubr,50,982
431,quervelu,50,3718
435,acerrubr,25,544
435,acerrubr,50,343
435,betulent,50,1064
435,pinustro,25,498
435,pinustro,50,2285
435,queralba,50,509
435,quercocc,50,2334
435,querrubr,50,7364
435,quervelu,50,2424
436,pinustro,25,1583
436,pinustro,50,1620
436,popugran,25,523
436,poputrem,25,527
437,acerrubr,50,835
437,acerrubr,75,872
437,pinustro,50,334
437,pinustro,75,15966
437,pinustro,100,3438
437,quercocc,50,1564
437,quervelu,50,1092
437,tsugcana,25,492
444,betulent,25,935
444,pinurigi,50,3282
444,pinustro,50,1366
444,queralba,50,5154
446,acerrubr,50,3063
446,acersacc,50,354
446,popugran,75,7578
446,poputrem,50,1097
446,prunsero,50,520
446,querrubr,50,327
447,acerrubr,50,3036
447,acerrubr,75,4249
447,betulent,50,8407
447,betupapy,50,968
447,fagugran,50,2461
447,querrubr,50,679
447,querrubr,75,2614
447,tsugcana,50,1024
447,tsugcana,75,867
448,acerrubr,25,685
448,acerrubr,50,846
448,betualle,25,963
448,betualle,50,600
448,betulent,25,373
448,pinustro,75,1974
448,queralba,75,1122
448,querrubr,75,3722
448,tsugcana,50,5638
449,acerrubr,50,1759
449,acerrubr,75,4753
449,betulent,25,449
449,betupapy,50,1060
449,pinustro,50,984
449,pinustro,75,12793
449,prunsero,50,1875
449,prunsero,75,501
449,querrubr,25,654
449,querrubr,50,649
450,pinustro,50,1915
450,pinustro,75,18470
450,tsugcana,50,2246
451,betualle,25,160
451,picerube,50,417
451,pinustro,25,251
451,pinustro,50,552
451,prunsero,25,117
452,betulent,25,1150
452,betulent,50,5701
452,fagugran,25,259
452,fraxamer,50,531
452,tsugcana,25,217
452,tsugcana,50,352
453,acerrubr,75,2252
453,picerube,75,1490
453,tsugcana,50,1080
453,tsugcana,75,11734
454,abiebals,25,338
454,acerrubr,50,4131
454,acerrubr,75,2248
454,betualle,25,346
454,betualle,75,1293
454,betupapy,50,436
454,fagugran,75,659
454,fraxamer,50,720
454,picerube,50,689
454,prunsero,75,1744
454,tsugcana,25,835
454,tsugcana,50,5502
454,tsugcana,75,3337
456,acerrubr,50,1468
456,acerrubr,75,805
456,acersacc,75,3371
456,betualle,25,1158
456,betualle,75,1272
456,picerube,50,1325
456,picerube,75,2878
456,tsugcana,50,870
456,tsugcana,75,5740
457,acerrubr,50,667
457,betulent,25,390
457,pinustro,50,735
457,popugran,50,628
457,popugran,75,3610
457,poputrem,75,4263
457,quercocc,50,288
457,quervelu,75,6558
458,acerrubr,25,902
458,acersacc,50,4019
458,betulent,25,750
458,betulent,50,2943
458,caryglab,50,1379
458,caryglab,75,6817
458,querrubr,50,2049
458,querrubr,75,5375
459,betulent,50,6384
459,betulent,75,11684
459,betulent,125,2675
459,tsugcana,75,5673
459,tsugcana,100,22323
460,acerrubr,25,2065
460,acerrubr,50,6331
460,betualle,25,1029
460,querrubr,50,4896
460,tsugcana,50,4551
461,acerrubr,50,1268
461,betualle,25,530
461,betualle,50,317
461,betualle,75,862
461,fraxamer,50,470
461,prunsero,50,2122
461,tsugcana,25,1311
461,tsugcana,50,5627
461,tsugcana,75,1645
462,acerrubr,100,3075
462,acersacc,75,754
462,acersacc,100,1020
462,acersacc,125,1610
462,betulent,125,3865
462,fagugran,75,1556
462,tsugcana,50,1773
462,tsugcana,75,7801
462,tsugcana,100,10386
462,tsugcana,125,1428
463,acerrubr,50,667
463,acerrubr,75,2963
463,betualle,50,694
463,pinustro,50,285
464,acerrubr,25,413
464,quercocc,50,917
464,quercocc,75,5684
464,querrubr,50,876
464,querrubr,75,8723
464,quervelu,75,3158
464,tsugcana,25,658
465,acerrubr,50,1620
465,betulent,25,656
465,betulent,50,868
465,poputrem,50,508
465,queralba,50,639
465,querrubr,50,1772
465,querrubr,75,8434
465,querrubr,100,2220
465,quervelu,75,2810
466,prunsero,50,3333
467,acerrubr,75,3594
467,betulent,50,751
467,betulent,75,1331
467,betulent,100,2360
467,fraxamer,100,927
467,pinustro,75,2806
467,queralba,75,3309
467,tsugcana,25,659
467,tsugcana,50,2366
467,tsugcana,75,1166
468,acerrubr,25,864
468,acerrubr,50,1840
468,acerrubr,75,1570
468,betulent,25,381
468,caryglab,75,658
468,fraxamer,50,401
468,fraxamer,75,642
468,queralba,50,1620
468,queralba,75,3946
468,quercocc,75,3848
468,tsugcana,50,1882
469,acerrubr,25,695
469,acerrubr,50,8244
469,acerrubr,75,1627
469,pinustro,50,1285
469,pinustro,75,10214
470,pinustro,50,1411
470,pinustro,75,13715
470,quervelu,50,9328
470,quervelu,75,1834
471,acerrubr,25,1340
471,pinustro,25,1282
471,pinustro,50,9172
471,quervelu,50,10348
483,queralba,50,787
483,quercocc,25,1364
483,quercocc,50,9989
483,quercocc,75,1844
483,quervelu,50,266
488,acerrubr,50,3222
488,acerrubr,75,19725
488,pinustro,75,6472
489,betupapy,25,277
489,pinustro,25,672
490,acerrubr,50,447
490,acerrubr,75,1599
490,caryglab,50,3656
490,caryglab,75,2143
490,pinustro,75,1905
490,queralba,50,704
490,querrubr,50,2020
491,acerrubr,25,309
491,acerrubr,50,1023
491,acersacc,50,1869
491,betualle,25,301
491,pinustro,50,3580
491,querrubr,50,6165
493,acersacc,50,406
493,acersacc,75,1096
493,betupapy,75,665
493,caryglab,75,950
493,pinustro,50,516
493,quercocc,100,1414
493,querrubr,75,1804
493,quervelu,50,560
493,quervelu,75,1509
493,tsugcana,25,1193
493,tsugcana,50,6405
493,tsugcana,75,2212
496,acerrubr,75,756
496,pinustro,50,2104
496,pinustro,75,2100
496,queralba,75,883
496,querrubr,75,18048
508,fraxamer,50,1377
511,fraxamer,150,1157
511,prunsero,100,2432
511,prunsero,125,2741
518,acerrubr,50,821
518,betualle,50,683
518,betulent,25,746
518,betulent,50,1114
518,betulent,75,1294
518,querprin,50,2473
518,querprin,75,1750
518,querrubr,50,975
